,check_number,session_start,sex,row_number,liters_drunk,drink,label,age_0,age_18,age_50,morning,day,evening
4745,3588,2021-10-20 14:00:00,M,85.0,4,1,1,0,1,0,0,1,0
4746,9766,2021-10-20 06:00:00,Ж,80.0,1,0,0,0,0,1,1,0,0
4747,2646,2021-10-20 07:00:00,м,58.0,0,1,0,0,1,0,1,0,0
4748,2825,2021-10-20 06:15:00,м,23.0,3,0,0,0,1,0,1,0,0
4749,2005,2021-10-20 15:34:00,M,100.0,5,1,1,0,1,0,0,1,0
4750,1526,2021-10-20 23:42:00,Ж,49.0,0,0,1,0,0,1,0,0,1
4751,1725,2021-10-20 15:30:00,м,83.0,1,0,1,0,0,1,0,1,0
4752,1243,2021-10-20 07:00:00,ж,82.0,0,1,0,0,1,0,1,0,0
4753,9189,2021-10-20 22:15:00,Ж,44.0,5,0,1,0,0,1,0,0,1
4754,7323,2021-10-20 22:15:00,Ж,20.0,-3,1,1,0,0,1,0,0,1
4755,9999,2021-10-20 06:15:00,м,33.0,0,1,0,0,1,0,1,0,0
4756,9641,2021-10-20 15:00:00,Не указан,28.0,5,0,0,0,0,1,0,1,0
4757,3999,2021-10-20 06:00:00,-,35.0,4,0,0,1,0,0,1,0,0
4758,3101,2021-10-20 06:15:00,M,43.0,4,1,0,0,0,1,1,0,0
4759,8416,2021-10-20 15:34:00,M,49.0,5,1,1,0,1,0,0,1,0
4760,1147,2021-10-20 14:15:00,м,15.0,3,1,1,0,1,0,0,1,0
4761,1545,2021-10-20 07:30:00,-,80.0,1,1,0,0,1,0,1,0,0
4762,8264,2021-10-20 06:15:00,M,30.0,5,1,1,0,1,0,1,0,0
4763,781,2021-10-20 14:15:00,м,32.0,1,0,0,0,1,0,0,1,0
4764,9584,2021-10-20 22:15:00,ж,8.0,4,1,1,0,0,1,0,0,1
4765,5449,2021-10-20 22:30:00,M,40.0,4,0,1,0,1,0,0,0,1
4766,9088,2021-10-20 14:15:00,ж,65.0,1,0,0,0,1,0,0,1,0
4767,6796,2021-10-20 06:00:00,-,80.0,1,0,0,0,0,1,1,0,0
4768,2565,2021-10-20 06:00:00,M,7.0,-2,0,0,0,1,0,1,0,0
4769,9496,2021-10-20 15:30:00,м,58.0,69316935,0,1,0,1,0,0,1,0
4770,7018,2021-10-20 15:30:00,M,54.0,2,0,1,0,1,0,0,1,0
4771,4597,2021-10-20 06:15:00,м,39.0,2,0,0,0,0,1,1,0,0
4772,532,2021-10-20 14:00:00,м,,5,1,0,0,0,1,0,1,0
4773,4471,2021-10-20 15:30:00,M,63.0,0,0,1,0,0,1,0,1,0
4774,5672,2021-10-20 21:00:00,ж,100.0,4,1,1,0,0,1,0,0,1
4775,8098,2021-10-20 22:15:00,Не указан,60.0,5,0,1,0,1,0,0,0,1
4776,335,2021-10-20 15:34:00,ж,4.0,3,0,1,0,1,0,0,1,0
4777,4066,2021-10-20 15:34:00,Не указан,89.0,4,1,1,0,0,1,0,1,0
4778,5851,2021-10-20 08:42:00,M,16.0,0,1,0,0,0,1,1,0,0
4779,7113,2021-10-20 14:00:00,Не указан,81.0,2,1,0,0,0,1,0,1,0
4780,6993,2021-10-20 22:15:00,Ж,98.0,4,0,1,0,0,1,0,0,1
4781,9311,2021-10-20 22:30:00,-,71.0,60460455,0,1,1,0,0,0,0,1
4782,4693,2021-10-20 07:30:00,ж,92.0,4,0,0,0,0,1,1,0,0
4783,5908,2021-10-20 21:00:00,ж,29.0,0,1,1,0,1,0,0,0,1
4784,2906,2021-10-20 14:15:00,-,95.0,4,1,1,0,1,0,0,1,0
4785,2179,2021-10-20 07:00:00,ж,24.0,0,0,0,0,1,0,1,0,0
4786,5965,2021-10-20 21:00:00,м,76.0,0,1,1,0,0,1,0,0,1
4787,1826,2021-10-20 15:30:00,Не указан,33.0,3,1,1,0,1,0,0,1,0
4788,1483,2021-10-20 23:42:00,Ж,9.0,3,1,1,0,1,0,0,0,1
4789,2160,2021-10-20 21:00:00,ж,58.0,2,1,1,0,1,0,0,0,1
4790,8191,2021-10-20 14:15:00,ж,60.0,22591828,0,0,0,1,0,0,1,0
4791,1984,2021-10-20 22:15:00,ж,80.0,2,0,1,0,1,0,0,0,1
4792,587,2021-10-20 21:00:00,Не указан,76.0,2,1,1,0,1,0,0,0,1
4793,3531,2021-10-20 21:00:00,M,35.0,1,0,1,0,0,1,0,0,1
4794,4641,2021-10-20 07:30:00,м,53.0,5,0,1,1,0,0,1,0,0
4795,2531,2021-10-20 21:00:00,-,0.0,-3,0,1,0,0,1,0,0,1
4796,2091,2021-10-20 06:15:00,м,76.0,4,1,1,0,1,0,1,0,0
4797,9363,2021-10-20 06:15:00,Ж,53.0,4,1,0,0,0,1,1,0,0
4798,997,2021-10-20 21:00:00,M,8.0,0,0,1,0,0,1,0,0,1
4799,4789,2021-10-20 06:00:00,-,15.0,4,1,0,0,0,1,1,0,0
4800,7533,2021-10-20 21:00:00,м,0.0,3,0,1,0,1,0,0,0,1
4801,2222,2021-10-20 15:34:00,-,94.0,1,0,1,0,0,1,0,1,0
4802,9793,2021-10-20 21:00:00,Не указан,73.0,1,0,1,0,0,1,0,0,1
4803,8623,2021-10-20 22:30:00,Ж,38.0,37151793,0,1,0,0,1,0,0,1
4804,6323,2021-10-20 21:00:00,м,18.0,0,0,1,0,1,0,0,0,1
4805,5700,2021-10-20 07:30:00,M,35.0,3,0,0,1,0,0,1,0,0
4806,1533,2021-10-20 21:00:00,м,84.0,1,1,1,0,0,1,0,0,1
4807,8077,2021-10-20 21:00:00,ж,52.0,1,1,1,0,1,0,0,0,1
4808,9188,2021-10-20 07:30:00,-,92.0,1,1,0,0,1,0,1,0,0
4809,4142,2021-10-20 08:42:00,Ж,28.0,4,0,0,0,0,1,1,0,0
4810,3969,2021-10-20 14:15:00,Ж,74.0,3,1,0,0,0,1,0,1,0
4811,8563,2021-10-20 22:30:00,м,66.0,1,0,1,0,0,1,0,0,1
4812,4768,2021-10-20 15:30:00,м,61.0,0,1,1,0,1,0,0,1,0
4813,1525,2021-10-20 15:30:00,-,,2,0,1,0,0,1,0,1,0
4814,2101,2021-10-20 14:15:00,-,15.0,1,1,0,0,0,1,0,1,0
4815,6015,2021-10-20 06:15:00,-,66.0,1,1,0,0,0,1,1,0,0
4816,8335,2021-10-20 21:00:00,-,32.0,5,1,1,0,0,1,0,0,1
4817,7987,2021-10-20 15:34:00,Ж,14.0,5,0,1,0,1,0,0,1,0
4818,5955,2021-10-20 21:00:00,ж,3.0,2,0,1,1,0,0,0,0,1
4819,6119,2021-10-20 15:34:00,Не указан,40.0,1,0,1,0,0,1,0,1,0
4820,2812,2021-10-20 07:00:00,Ж,38.0,5,1,0,0,0,1,1,0,0
4821,5401,2021-10-20 23:42:00,Не указан,36.0,3,0,1,1,0,0,0,0,1
4822,4598,2021-10-20 15:30:00,Ж,86.0,5,0,1,0,0,1,0,1,0
4823,1301,2021-10-20 07:00:00,-,20.0,0,0,0,0,1,0,1,0,0
4824,4599,2021-10-20 06:15:00,-,11.0,5,0,0,0,1,0,1,0,0
4825,2493,2021-10-20 15:00:00,Не указан,31.0,3,1,1,0,1,0,0,1,0
4826,4519,2021-10-20 15:30:00,м,,46059896,1,1,0,0,1,0,1,0
4827,1100,2021-10-20 15:34:00,-,62.0,2,0,1,0,1,0,0,1,0
4828,6392,2021-10-20 15:30:00,м,18.0,0,0,1,0,0,1,0,1,0
4829,6929,2021-10-20 06:15:00,м,90.0,0,0,0,0,0,1,1,0,0
4830,9805,2021-10-20 22:30:00,Не указан,58.0,1,1,1,0,0,1,0,0,1
4831,9765,2021-10-20 15:34:00,-,100.0,1,0,1,0,1,0,0,1,0
4832,4419,2021-10-20 15:00:00,Ж,91.0,0,0,1,0,1,0,0,1,0
4833,1672,2021-10-20 06:00:00,M,79.0,2,1,0,0,0,1,1,0,0
4834,768,2021-10-20 21:00:00,Не указан,68.0,1,1,1,0,0,1,0,0,1
4835,8050,2021-10-20 21:00:00,-,89.0,2,0,1,1,0,0,0,0,1
4836,3466,2021-10-20 22:15:00,-,97.0,1,1,1,0,0,1,0,0,1
4837,1031,2021-10-20 21:00:00,M,76.0,43063043,1,1,0,0,1,0,0,1
4838,3977,2021-10-20 15:34:00,M,56.0,0,0,0,0,0,1,0,1,0
4839,5917,2021-10-20 07:00:00,Ж,72.0,5,1,0,0,0,1,1,0,0
4840,5349,2021-10-20 15:34:00,Не указан,60.0,1,1,1,0,0,1,0,1,0
4841,2623,2021-10-20 14:15:00,м,18.0,2,0,0,1,0,0,0,1,0
4842,704,2021-10-20 22:30:00,Ж,13.0,3,0,1,0,1,0,0,0,1
4843,9437,2021-10-20 15:00:00,-,80.0,5,1,1,0,0,1,0,1,0
4844,3797,2021-10-20 06:15:00,M,98.0,4,0,0,0,0,1,1,0,0
4845,9146,2021-10-20 15:00:00,м,11.0,0,0,1,0,1,0,0,1,0
4846,1079,2021-10-20 15:30:00,-,49.0,2,1,1,0,0,1,0,1,0
4847,5203,2021-10-20 06:15:00,-,40.0,3,0,0,1,0,0,1,0,0
4848,6122,2021-10-20 08:42:00,Не указан,5.0,1,0,0,0,1,0,1,0,0
4849,7383,2021-10-20 21:00:00,Не указан,88.0,5,0,1,0,0,1,0,0,1
4850,8314,2021-10-20 15:00:00,Не указан,12.0,1,0,1,0,1,0,0,1,0
4851,5092,2021-10-20 22:15:00,-,84.0,5,1,1,0,0,1,0,0,1
4852,8265,2021-10-20 06:00:00,Ж,15.0,3,1,0,0,1,0,1,0,0
4853,3757,2021-10-20 15:30:00,M,95.0,4,0,1,0,1,0,0,1,0
4854,1636,2021-10-20 08:42:00,ж,43.0,3,0,0,0,0,1,1,0,0
4855,3751,2021-10-20 21:00:00,-,24.0,0,0,1,1,0,0,0,0,1
4856,9480,2021-10-20 15:00:00,Ж,16.0,4,1,1,0,1,0,0,1,0
4857,4773,2021-10-20 06:15:00,Не указан,44.0,5,0,0,0,1,0,1,0,0
4858,7659,2021-10-20 15:34:00,Не указан,83.0,1,1,1,0,0,1,0,1,0
4859,7697,2021-10-20 07:30:00,ж,61.0,1,0,0,0,0,1,1,0,0
4860,1522,2021-10-20 21:00:00,Ж,6.0,1,0,1,1,0,0,0,0,1
4861,3426,2021-10-20 15:00:00,Не указан,20.0,2,1,1,0,0,1,0,1,0
4862,153,2021-10-20 07:00:00,-,1.0,1,0,0,0,1,0,1,0,0
4863,3402,2021-10-20 06:00:00,Ж,52.0,5,0,0,0,1,0,1,0,0
4864,8780,2021-10-20 14:15:00,Ж,84.0,1,1,0,0,1,0,0,1,0
4865,217,2021-10-20 14:00:00,м,64.0,3,0,0,0,1,0,0,1,0
4866,3829,2021-10-20 06:00:00,-,24.0,-3,1,0,0,1,0,1,0,0
4867,4441,2021-10-20 22:30:00,-,96.0,3,0,1,0,0,1,0,0,1
4868,2164,2021-10-20 21:00:00,M,,91058987,1,1,0,0,1,0,0,1
4869,6430,2021-10-20 23:42:00,M,59.0,5,1,1,0,0,1,0,0,1
4870,4323,2021-10-20 22:15:00,ж,37.0,0,0,1,0,1,0,0,0,1
4871,6317,2021-10-20 22:15:00,ж,38.0,2,0,1,0,1,0,0,0,1
4872,1224,2021-10-20 21:00:00,м,19.0,-2,0,1,1,0,0,0,0,1
4873,9134,2021-10-20 23:42:00,м,6.0,0,1,1,0,0,1,0,0,1
4874,3461,2021-10-20 21:00:00,-,11.0,1,0,1,0,1,0,0,0,1
4875,1112,2021-10-20 15:34:00,м,77.0,0,0,1,0,1,0,0,1,0
4876,9934,2021-10-20 14:00:00,M,93.0,4,1,1,0,1,0,0,1,0
4877,1037,2021-10-20 22:15:00,-,45.0,0,1,1,0,0,1,0,0,1
4878,8627,2021-10-20 15:30:00,M,100.0,2,1,1,0,0,1,0,1,0
4879,1140,2021-10-20 15:30:00,ж,5.0,4,0,1,0,1,0,0,1,0
4880,9378,2021-10-20 06:15:00,м,63.0,1,1,0,0,0,1,1,0,0
4881,2690,2021-10-20 07:00:00,Не указан,20.0,1,0,0,0,1,0,1,0,0
4882,3978,2021-10-20 07:00:00,ж,42.0,0,1,0,0,0,1,1,0,0
4883,5147,2021-10-20 14:00:00,M,47.0,3,0,1,0,1,0,0,1,0
4884,2968,2021-10-20 22:30:00,M,62.0,2,1,1,0,1,0,0,0,1
4885,1420,2021-10-20 06:15:00,M,,0,0,0,0,0,1,1,0,0
4886,9032,2021-10-20 06:15:00,ж,56.0,1,1,0,0,0,1,1,0,0
4887,4988,2021-10-20 07:30:00,-,32.0,3,1,0,0,0,1,1,0,0
4888,9644,2021-10-20 22:15:00,Ж,34.0,3,1,1,0,1,0,0,0,1
4889,5287,2021-10-20 14:00:00,ж,31.0,4,0,0,0,0,1,0,1,0
4890,687,2021-10-20 07:00:00,ж,,2,0,0,1,0,0,1,0,0
4891,3661,2021-10-20 08:42:00,м,22.0,87464787,0,0,0,1,0,1,0,0
4892,2496,2021-10-20 15:30:00,Не указан,15.0,2,0,1,0,1,0,0,1,0
4893,4808,2021-10-20 14:00:00,м,46.0,3,1,0,0,0,1,0,1,0
4894,3375,2021-10-20 15:34:00,м,50.0,4,0,1,0,0,1,0,1,0
4895,7975,2021-10-20 15:30:00,Ж,94.0,5,0,1,0,1,0,0,1,0
4896,2777,2021-10-20 21:00:00,-,34.0,5,0,1,0,0,1,0,0,1
4897,1127,2021-10-20 06:15:00,-,73.0,2,1,0,0,0,1,1,0,0
4898,4564,2021-10-20 07:00:00,-,50.0,4,0,0,0,0,1,1,0,0
4899,6124,2021-10-20 14:15:00,Ж,17.0,3,0,1,1,0,0,0,1,0
4900,5937,2021-10-20 07:00:00,-,41.0,3,1,0,0,0,1,1,0,0
4901,8454,2021-10-20 23:42:00,-,67.0,0,1,1,0,1,0,0,0,1
4902,97,2021-10-20 23:42:00,-,86.0,5,0,1,0,0,1,0,0,1
4903,8715,2021-10-20 21:00:00,ж,67.0,0,0,1,0,0,1,0,0,1
4904,4182,2021-10-20 15:00:00,ж,90.0,5,1,1,0,0,1,0,1,0
4905,6764,2021-10-20 06:00:00,Не указан,30.0,5,1,0,0,0,1,1,0,0
4906,645,2021-10-20 21:00:00,Ж,8.0,-5,0,1,0,1,0,0,0,1
4907,2492,2021-10-20 15:00:00,ж,71.0,4,0,1,0,0,1,0,1,0
4908,7444,2021-10-20 15:34:00,-,1.0,-6,1,1,0,1,0,0,1,0
4909,6514,2021-10-20 15:00:00,Ж,0.0,3,1,1,0,0,1,0,1,0
4910,365,2021-10-20 15:34:00,м,28.0,2,0,1,0,1,0,0,1,0
4911,8370,2021-10-20 15:00:00,ж,30.0,2,1,1,0,0,1,0,1,0
4912,9336,2021-10-20 22:15:00,Ж,49.0,0,0,1,0,0,1,0,0,1
4913,3606,2021-10-20 21:00:00,-,80.0,2,0,1,0,1,0,0,0,1
4914,5483,2021-10-20 14:15:00,-,,2,1,0,0,1,0,0,1,0
4915,6616,2021-10-20 15:34:00,Не указан,74.0,0,0,1,0,0,1,0,1,0
4916,2254,2021-10-20 22:30:00,м,85.0,67771002,0,1,0,0,1,0,0,1
4917,5820,2021-10-20 15:00:00,M,36.0,3,0,1,1,0,0,0,1,0
4918,221,2021-10-20 07:00:00,Не указан,82.0,2,0,0,0,0,1,1,0,0
4919,3037,2021-10-20 22:15:00,ж,60.0,0,0,1,1,0,0,0,0,1
4920,9220,2021-10-20 22:15:00,M,36.0,4,1,1,0,1,0,0,0,1
4921,5980,2021-10-20 07:30:00,Не указан,94.0,5,0,0,0,1,0,1,0,0
4922,2433,2021-10-20 21:00:00,Ж,71.0,-3,0,1,0,1,0,0,0,1
4923,7984,2021-10-20 21:00:00,-,93.0,5,1,1,0,1,0,0,0,1
4924,1354,2021-10-20 15:00:00,ж,92.0,3,1,1,0,0,1,0,1,0
4925,3141,2021-10-20 21:00:00,-,67.0,3,1,1,0,0,1,0,0,1
4926,871,2021-10-20 15:30:00,Не указан,1.0,5,0,1,0,0,1,0,1,0
4927,5136,2021-10-20 22:30:00,м,95.0,5,0,1,0,1,0,0,0,1
4928,1623,2021-10-20 06:15:00,м,44.0,5,1,0,0,0,1,1,0,0
4929,5686,2021-10-20 06:00:00,Ж,58.0,5,1,1,0,1,0,1,0,0
4930,7178,2021-10-20 14:00:00,Не указан,95.0,4,0,1,0,1,0,0,1,0
4931,6699,2021-10-20 15:30:00,M,49.0,2,0,1,1,0,0,0,1,0
4932,6720,2021-10-20 15:34:00,Ж,0.0,2,1,1,0,1,0,0,1,0
4933,3917,2021-10-20 07:00:00,ж,54.0,3,0,0,0,0,1,1,0,0
4934,7375,2021-10-20 23:42:00,м,10.0,1,0,1,0,1,0,0,0,1
4935,4367,2021-10-20 22:30:00,Ж,9.0,5,1,1,0,0,1,0,0,1
4936,2846,2021-10-20 15:34:00,ж,5.0,4,0,1,0,0,1,0,1,0
4937,750,2021-10-20 22:15:00,Не указан,30.0,55364397,0,1,0,1,0,0,0,1
4938,5024,2021-10-20 23:42:00,-,5.0,2,0,1,0,1,0,0,0,1
4939,7654,2021-10-20 07:00:00,-,29.0,5,1,0,0,0,1,1,0,0
4940,937,2021-10-20 06:00:00,Ж,11.0,1,0,0,0,0,1,1,0,0
4941,794,2021-10-20 08:42:00,м,56.0,2,0,0,0,1,0,1,0,0
4942,4872,2021-10-20 14:15:00,м,51.0,81393652,1,0,0,0,1,0,1,0
4943,4591,2021-10-20 07:30:00,M,82.0,5,1,1,0,1,0,1,0,0
4944,5109,2021-10-20 21:00:00,-,5.0,3,1,1,0,0,1,0,0,1
4945,5922,2021-10-20 06:15:00,м,51.0,5,1,1,0,1,0,1,0,0
4946,8473,2021-10-20 06:00:00,ж,7.0,3,0,0,0,1,0,1,0,0
4947,7302,2021-10-20 07:00:00,м,34.0,0,0,0,0,0,1,1,0,0
4948,1688,2021-10-20 08:42:00,Ж,52.0,5,0,0,0,1,0,1,0,0
4949,1918,2021-10-20 15:30:00,м,72.0,4,1,1,0,0,1,0,1,0
4950,2123,2021-10-20 21:00:00,Не указан,89.0,4,1,1,0,0,1,0,0,1
4951,7660,2021-10-20 07:00:00,Ж,69.0,1,0,0,1,0,0,1,0,0
4952,7870,2021-10-20 22:30:00,м,79.0,4,1,1,0,0,1,0,0,1
4953,7604,2021-10-20 08:42:00,ж,25.0,5,0,1,1,0,0,1,0,0
4954,5272,2021-10-20 08:42:00,M,60.0,0,0,0,0,0,1,1,0,0
4955,6230,2021-10-20 21:00:00,Ж,24.0,4,0,1,0,1,0,0,0,1
4956,3788,2021-10-20 06:15:00,Не указан,75.0,2,1,0,0,1,0,1,0,0
4957,6347,2021-10-20 22:30:00,ж,68.0,5,1,1,0,1,0,0,0,1
4958,7298,2021-10-20 08:42:00,м,52.0,1,0,0,0,1,0,1,0,0
4959,6607,2021-10-20 23:42:00,м,33.0,4,1,1,0,0,1,0,0,1
4960,2964,2021-10-20 22:30:00,м,80.0,5,0,1,1,0,0,0,0,1
4961,1803,2021-10-20 06:15:00,Ж,42.0,5,0,0,0,1,0,1,0,0
4962,6528,2021-10-20 14:15:00,м,47.0,2,0,0,0,0,1,0,1,0
4963,7839,2021-10-20 15:30:00,ж,57.0,0,1,1,0,0,1,0,1,0
4964,8768,2021-10-20 22:15:00,-,4.0,4,1,1,0,0,1,0,0,1
4965,813,2021-10-20 07:00:00,Не указан,90.0,5,0,0,0,0,1,1,0,0
4966,3693,2021-10-20 22:15:00,-,3.0,2,1,1,0,1,0,0,0,1
4967,1139,2021-10-20 21:00:00,Не указан,45.0,2,1,1,0,1,0,0,0,1
4968,4947,2021-10-20 14:15:00,Ж,30.0,0,1,0,0,0,1,0,1,0
4969,384,2021-10-20 06:15:00,ж,15.0,1,0,0,0,1,0,1,0,0
4970,907,2021-10-20 06:15:00,Ж,59.0,4,0,0,0,0,1,1,0,0
4971,6907,2021-10-20 22:15:00,Ж,94.0,5,0,1,1,0,0,0,0,1
4972,8249,2021-10-20 06:15:00,Не указан,68.0,5,0,0,0,1,0,1,0,0
4973,578,2021-10-20 08:42:00,M,64.0,1,1,0,0,0,1,1,0,0
4974,2715,2021-10-20 14:15:00,-,9.0,1,0,1,0,1,0,0,1,0
4975,6918,2021-10-20 21:00:00,ж,32.0,-1,1,1,0,1,0,0,0,1
4976,6385,2021-10-20 14:15:00,Ж,96.0,5,1,0,0,0,1,0,1,0
4977,5963,2021-10-20 07:00:00,M,82.0,2,0,0,0,0,1,1,0,0
4978,5413,2021-10-20 15:00:00,-,15.0,3,0,1,1,0,0,0,1,0
4979,4644,2021-10-20 22:30:00,M,84.0,0,1,1,0,0,1,0,0,1
4980,1972,2021-10-20 21:00:00,-,86.0,-6,0,1,1,0,0,0,0,1
4981,8807,2021-10-20 15:00:00,м,88.0,1,1,1,0,1,0,0,1,0
4982,7474,2021-10-20 15:34:00,M,31.0,1,0,1,0,1,0,0,1,0
4983,5080,2021-10-20 06:15:00,Ж,7.0,1,0,0,0,1,0,1,0,0
4984,8597,2021-10-20 06:15:00,-,5.0,1,0,0,0,1,0,1,0,0
4985,1546,2021-10-20 21:00:00,M,69.0,0,0,1,0,1,0,0,0,1
4986,3242,2021-10-20 08:42:00,Ж,51.0,3,0,0,0,0,1,1,0,0
4987,692,2021-10-20 15:30:00,м,35.0,0,1,1,0,1,0,0,1,0
4988,6868,2021-10-20 21:00:00,M,25.0,2,0,1,0,1,0,0,0,1
4989,2969,2021-10-20 15:30:00,ж,88.0,1,0,1,0,0,1,0,1,0
4990,399,2021-10-20 15:30:00,Ж,46.0,5,1,1,0,1,0,0,1,0
4991,3300,2021-10-20 06:00:00,M,12.0,5,0,0,0,0,1,1,0,0
4992,4084,2021-10-20 08:42:00,м,5.0,1,0,0,0,0,1,1,0,0
4993,2505,2021-10-20 15:30:00,ж,40.0,5,1,1,0,0,1,0,1,0
4994,7964,2021-10-20 22:15:00,Ж,23.0,5,1,1,0,1,0,0,0,1
4995,2177,2021-10-20 14:15:00,M,,3,1,1,0,1,0,0,1,0
4996,4127,2021-10-20 22:15:00,M,,2,1,1,0,0,1,0,0,1
4997,9742,2021-10-20 15:00:00,Не указан,38.0,4,0,1,1,0,0,0,1,0
4998,1047,2021-10-20 06:00:00,ж,60.0,1,1,0,0,1,0,1,0,0
4999,3611,2021-10-20 08:42:00,-,75.0,0,1,0,0,0,1,1,0,0
5000,5420,2021-10-20 07:00:00,ж,79.0,2,1,0,0,0,1,1,0,0
5001,8139,2021-10-20 07:00:00,м,61.0,2,1,0,0,1,0,1,0,0
5002,57,2021-10-20 22:30:00,ж,35.0,0,0,1,0,1,0,0,0,1
5003,7653,2021-10-20 15:00:00,м,81.0,0,0,0,0,0,1,0,1,0
5004,8905,2021-10-20 07:30:00,Ж,43.0,1,0,0,0,1,0,1,0,0
5005,9636,2021-10-20 06:00:00,Не указан,6.0,5,1,1,0,1,0,1,0,0
5006,853,2021-10-20 07:00:00,M,31.0,1,0,0,0,1,0,1,0,0
5007,983,2021-10-20 07:30:00,м,29.0,0,0,0,0,0,1,1,0,0
5008,3307,2021-10-20 21:00:00,M,15.0,1,1,1,0,0,1,0,0,1
5009,1468,2021-10-20 21:00:00,Ж,,3,1,1,0,0,1,0,0,1
5010,6576,2021-10-20 22:15:00,-,,4,0,1,0,0,1,0,0,1
5011,8713,2021-10-20 14:00:00,ж,,0,0,0,0,0,1,0,1,0
5012,6398,2021-10-20 08:42:00,м,63.0,3,1,0,0,1,0,1,0,0
5013,7615,2021-10-20 22:30:00,-,25.0,4,0,1,1,0,0,0,0,1
5014,5295,2021-10-20 06:00:00,Не указан,63.0,3,1,0,0,1,0,1,0,0
5015,7538,2021-10-20 14:00:00,ж,52.0,4,0,1,0,1,0,0,1,0
5016,341,2021-10-20 14:00:00,ж,,3,0,0,1,0,0,0,1,0
5017,5843,2021-10-20 14:00:00,Ж,14.0,4,0,1,0,1,0,0,1,0
5018,6277,2021-10-20 15:30:00,м,13.0,0,0,1,0,1,0,0,1,0
5019,3240,2021-10-20 23:42:00,Ж,2.0,5,1,1,0,0,1,0,0,1
5020,8174,2021-10-20 21:00:00,Ж,6.0,4,1,1,0,1,0,0,0,1
5021,715,2021-10-20 07:00:00,Не указан,44.0,2,1,0,0,0,1,1,0,0
5022,1945,2021-10-20 15:30:00,-,41.0,81815671,0,1,0,1,0,0,1,0
5023,1505,2021-10-20 21:00:00,Не указан,83.0,58316395,1,1,0,1,0,0,0,1
5024,1955,2021-10-20 14:15:00,-,68.0,5,0,0,0,0,1,0,1,0
5025,6078,2021-10-20 07:00:00,ж,65.0,0,0,0,0,1,0,1,0,0
5026,1973,2021-10-20 08:42:00,-,15.0,3,0,0,0,0,1,1,0,0
5027,7798,2021-10-20 22:15:00,-,82.0,5,1,1,0,1,0,0,0,1
5028,8860,2021-10-20 15:00:00,Не указан,59.0,4,0,1,0,0,1,0,1,0
5029,9099,2021-10-20 23:42:00,м,97.0,2,1,1,0,0,1,0,0,1
5030,9428,2021-10-20 07:00:00,Не указан,56.0,0,1,0,0,0,1,1,0,0
5031,847,2021-10-20 08:42:00,M,16.0,0,0,0,1,0,0,1,0,0
5032,314,2021-10-20 15:00:00,м,70.0,3,0,1,0,1,0,0,1,0
5033,5426,2021-10-20 06:00:00,м,16.0,2,0,0,0,0,1,1,0,0
5034,8923,2021-10-20 08:42:00,-,4.0,5,0,0,0,0,1,1,0,0
5035,8700,2021-10-20 07:00:00,Ж,79.0,5,1,1,0,1,0,1,0,0
5036,1463,2021-10-20 15:00:00,Не указан,2.0,4,0,1,0,0,1,0,1,0
5037,2020,2021-10-20 21:00:00,ж,29.0,0,1,1,0,0,1,0,0,1
5038,6747,2021-10-20 22:15:00,м,64.0,0,0,1,1,0,0,0,0,1
5039,8223,2021-10-20 14:15:00,м,83.0,1,0,0,1,0,0,0,1,0
5040,2809,2021-10-20 22:30:00,M,13.0,36349974,1,1,0,1,0,0,0,1
5041,6549,2021-10-20 06:00:00,м,98.0,0,0,0,0,1,0,1,0,0
5042,6664,2021-10-20 07:30:00,м,49.0,3,0,0,0,0,1,1,0,0
5043,3846,2021-10-20 15:34:00,M,2.0,1,1,1,0,1,0,0,1,0
5044,7048,2021-10-20 22:15:00,M,49.0,2,0,1,0,1,0,0,0,1
5045,5056,2021-10-20 14:15:00,Не указан,93.0,3,0,0,1,0,0,0,1,0
5046,5811,2021-10-20 07:30:00,м,7.0,3,0,0,1,0,0,1,0,0
5047,7382,2021-10-20 06:00:00,M,12.0,4,0,0,0,0,1,1,0,0
5048,5312,2021-10-20 06:15:00,Не указан,96.0,54152875,0,0,0,1,0,1,0,0
5049,9677,2021-10-20 15:34:00,-,52.0,3,1,1,0,1,0,0,1,0
5050,7218,2021-10-20 21:00:00,ж,4.0,5,1,1,0,0,1,0,0,1
5051,1307,2021-10-20 22:30:00,-,49.0,2,0,1,0,1,0,0,0,1
5052,9277,2021-10-20 21:00:00,M,43.0,1,1,1,0,1,0,0,0,1
5053,9618,2021-10-20 07:00:00,ж,98.0,2,1,0,0,1,0,1,0,0
5054,5498,2021-10-20 15:34:00,-,66.0,0,1,1,0,1,0,0,1,0
5055,2011,2021-10-20 07:30:00,Ж,95.0,4,0,0,0,1,0,1,0,0
5056,7905,2021-10-20 14:15:00,M,25.0,4,1,0,0,0,1,0,1,0
5057,1292,2021-10-20 15:00:00,ж,94.0,4,0,1,1,0,0,0,1,0
5058,9300,2021-10-20 15:30:00,M,100.0,4,0,1,0,0,1,0,1,0
5059,4612,2021-10-20 07:00:00,ж,33.0,4,1,1,0,1,0,1,0,0
5060,1983,2021-10-20 22:30:00,ж,47.0,3,0,1,0,1,0,0,0,1
5061,4363,2021-10-20 21:00:00,ж,46.0,1,0,1,1,0,0,0,0,1
5062,4021,2021-10-20 14:15:00,Ж,24.0,3,0,0,0,0,1,0,1,0
